timestamp,time_s,true_temperature,low_cost_sensor,reference_sensor,raw_error,ambient_temperature,relative_humidity,rate_of_change
2026-09-08 10:00:31,31.0,21.133,21.761,21.141,0.62,24.07,54.6,0.0493
2026-09-08 10:00:32,32.0,21.206,21.999,21.211,0.788,24.02,55.2,0.3107
2026-09-08 10:00:33,33.0,21.281,22.382,21.277,1.105,24.03,54.5,-0.1265
2026-09-08 10:00:34,34.0,21.359,21.746,21.398,0.348,24.07,53.9,0.1037
2026-09-08 10:00:35,35.0,21.439,22.589,21.493,1.097,24.17,54.2,0.2533
2026-09-08 10:00:36,36.0,21.521,22.252,21.537,0.715,24.07,54.8,0.1651
2026-09-08 10:00:37,37.0,21.605,22.92,21.6,1.32,24.19,54.7,-0.2467
2026-09-08 10:00:38,38.0,21.691,21.759,21.686,0.072,24.08,53.9,-0.2583
2026-09-08 10:00:39,39.0,21.78,22.403,21.819,0.584,24.17,54.2,0.2062
2026-09-08 10:00:40,40.0,21.87,22.171,21.912,0.259,24.21,54.2,0.0776
2026-09-08 10:00:41,41.0,21.963,22.558,21.999,0.559,24.42,54.3,0.4252
2026-09-08 10:00:42,42.0,22.057,23.022,22.057,0.965,24.13,53.8,0.2021
2026-09-08 10:00:43,43.0,22.154,22.962,22.181,0.781,24.37,54.1,0.0033
2026-09-08 10:00:44,44.0,22.253,23.028,22.276,0.752,24.28,54.0,0.0967
2026-09-08 10:00:45,45.0,22.353,23.156,22.38,0.776,24.31,54.6,0.1752
2026-09-08 10:00:46,46.0,22.456,23.379,22.502,0.877,24.3,54.6,-0.0513
2026-09-08 10:00:47,47.0,22.561,23.053,22.588,0.466,24.34,54.2,0.1876
2026-09-08 10:00:48,48.0,22.668,23.754,22.708,1.046,24.31,54.0,0.394
2026-09-08 10:00:49,49.0,22.776,23.841,22.798,1.043,24.45,54.2,0.0473
2026-09-08 10:00:50,50.0,22.887,23.849,22.916,0.933,24.31,53.8,0.0871
2026-09-08 10:00:51,51.0,23.0,24.015,23.039,0.977,24.45,53.6,0.0922
2026-09-08 10:00:52,52.0,23.114,24.033,23.09,0.943,24.32,53.7,0.3684
2026-09-08 10:00:53,53.0,23.231,24.752,23.241,1.511,24.38,53.8,0.0446
2026-09-08 10:00:54,54.0,23.349,24.122,23.355,0.767,24.31,53.5,-0.2962
2026-09-08 10:00:55,55.0,23.469,24.16,23.47,0.69,24.45,54.0,-0.001
2026-09-08 10:00:56,56.0,23.591,24.12,23.603,0.518,24.54,54.2,-0.0093
2026-09-08 10:00:57,57.0,23.715,24.141,23.779,0.362,24.43,53.3,0.0336
2026-09-08 10:00:58,58.0,23.84,24.187,23.834,0.353,24.43,53.9,0.1466
2026-09-08 10:00:59,59.0,23.968,24.434,24.017,0.418,24.37,53.7,0.3288
2026-09-08 10:01:00,60.0,24.097,24.845,24.066,0.779,24.45,53.9,0.3393
2026-09-08 10:01:01,61.0,24.227,25.113,24.237,0.875,24.35,53.7,0.1484
2026-09-08 10:01:02,62.0,24.36,25.142,24.385,0.757,24.42,53.1,-0.0635
2026-09-08 10:01:03,63.0,24.494,24.986,24.532,0.454,24.52,53.1,0.2793
2026-09-08 10:01:04,64.0,24.63,25.7,24.671,1.029,24.62,53.6,0.3959
2026-09-08 10:01:05,65.0,24.768,25.778,24.812,0.966,24.75,54.0,-0.0511
2026-09-08 10:01:06,66.0,24.907,25.598,24.916,0.682,24.49,52.6,-0.1075
2026-09-08 10:01:07,67.0,25.048,25.563,25.054,0.509,24.66,53.6,0.2618
2026-09-08 10:01:08,68.0,25.19,26.122,25.236,0.886,24.57,53.9,0.2868
2026-09-08 10:01:09,69.0,25.334,26.136,25.348,0.788,24.55,53.3,-0.2081
2026-09-08 10:01:10,70.0,25.48,25.706,25.461,0.244,24.6,53.6,0.0982
2026-09-08 10:01:11,71.0,25.627,26.332,25.613,0.72,24.58,53.0,0.4439
2026-09-08 10:01:12,72.0,25.775,26.593,25.767,0.826,24.59,53.2,0.0008
2026-09-08 10:01:13,73.0,25.925,26.334,25.96,0.374,24.56,52.6,0.1353
2026-09-08 10:01:14,74.0,26.076,26.864,26.101,0.763,24.49,52.2,0.0524
2026-09-08 10:01:15,75.0,26.229,26.439,26.27,0.169,24.49,53.5,0.3517
2026-09-08 10:01:16,76.0,26.383,27.567,26.391,1.177,24.67,52.7,0.6256
2026-09-08 10:01:17,77.0,26.539,27.69,26.564,1.126,24.6,52.9,-0.1238
2026-09-08 10:01:18,78.0,26.696,27.32,26.735,0.585,24.58,52.4,0.0009
2026-09-08 10:01:19,79.0,26.854,27.692,26.865,0.827,24.64,52.4,-0.2203
2026-09-08 10:01:20,80.0,27.014,26.879,27.047,-0.168,24.7,52.8,-0.1073
2026-09-08 10:01:21,81.0,27.175,27.477,27.175,0.302,24.66,52.6,0.5304
2026-09-08 10:01:22,82.0,27.337,27.94,27.346,0.594,24.6,53.0,0.1763
2026-09-08 10:01:23,83.0,27.5,27.83,27.509,0.321,24.76,52.9,0.3393
2026-09-08 10:01:24,84.0,27.664,28.619,27.649,0.97,24.79,52.8,0.7014
2026-09-08 10:01:25,85.0,27.83,29.233,27.865,1.368,24.71,52.7,-0.1653
2026-09-08 10:01:26,86.0,27.997,28.288,28.003,0.285,24.75,53.2,-0.3291
2026-09-08 10:01:27,87.0,28.165,28.574,28.185,0.389,24.77,52.1,0.4154
2026-09-08 10:01:28,88.0,28.334,29.119,28.368,0.75,24.77,52.5,0.598
2026-09-08 10:01:29,89.0,28.504,29.77,28.537,1.233,24.73,52.9,-0.0844
2026-09-08 10:01:30,90.0,28.675,28.95,28.715,0.235,24.73,52.9,-0.0664
2026-09-08 10:01:31,91.0,28.847,29.638,28.864,0.773,24.73,51.8,0.7058
2026-09-08 10:01:32,92.0,29.02,30.362,29.028,1.334,24.6,52.2,-0.1583
2026-09-08 10:01:33,93.0,29.194,29.321,29.212,0.109,24.75,52.8,-0.3674
2026-09-08 10:01:34,94.0,29.369,29.627,29.339,0.288,24.59,52.4,0.3915
2026-09-08 10:01:35,95.0,29.545,30.104,29.522,0.582,24.63,52.2,0.3108
2026-09-08 10:01:36,96.0,29.722,30.248,29.702,0.546,24.8,52.0,0.3951
2026-09-08 10:01:37,97.0,29.899,30.894,29.889,1.005,24.77,51.9,0.3132
2026-09-08 10:01:38,98.0,30.078,30.875,30.11,0.765,24.82,52.1,-0.272
2026-09-08 10:01:39,99.0,30.257,30.35,30.25,0.1,24.68,51.8,2.6472
2026-09-08 10:01:40,100.0,30.437,36.169,30.445,5.723,24.61,51.9,0.3923
2026-09-08 10:01:41,101.0,30.617,31.135,30.676,0.458,24.68,51.8,-2.101
2026-09-08 10:01:42,102.0,30.799,31.967,30.808,1.159,24.71,51.5,0.1758
2026-09-08 10:01:43,103.0,30.981,31.486,31.023,0.463,24.7,51.9,-0.149
2026-09-08 10:01:44,104.0,31.163,31.669,31.155,0.513,24.79,52.8,0.3908
2026-09-08 10:01:45,105.0,31.347,32.268,31.361,0.907,24.67,50.9,0.432
2026-09-08 10:01:46,106.0,31.531,32.533,31.522,1.011,24.72,51.7,0.1715
2026-09-08 10:01:47,107.0,31.715,32.611,31.725,0.886,24.61,51.2,-0.2399
2026-09-08 10:01:48,108.0,31.9,32.053,31.945,0.108,24.73,51.7,0.205
2026-09-08 10:01:49,109.0,32.085,33.021,32.053,0.967,24.69,51.4,0.304
2026-09-08 10:01:50,110.0,32.271,32.661,32.304,0.357,24.63,51.6,0.1377
2026-09-08 10:01:51,111.0,32.457,33.296,32.485,0.812,24.66,51.7,0.1231
2026-09-08 10:01:52,112.0,32.644,32.907,32.646,0.261,24.66,51.3,0.2288
2026-09-08 10:01:53,113.0,32.831,33.754,32.808,0.946,24.65,51.6,0.3005
2026-09-08 10:01:54,114.0,33.019,33.508,33.041,0.467,24.81,50.2,-0.1096
2026-09-08 10:01:55,115.0,33.206,33.535,33.211,0.324,24.66,51.7,0.4596
2026-09-08 10:01:56,116.0,33.394,34.427,33.421,1.006,24.64,51.1,0.4608
2026-09-08 10:01:57,117.0,33.583,34.456,33.603,0.853,24.49,51.4,-0.0379
2026-09-08 10:01:58,118.0,33.771,34.351,33.839,0.512,24.58,50.4,0.4066
2026-09-08 10:01:59,119.0,33.96,35.269,33.973,1.297,24.63,50.5,0.2256
2026-09-08 10:02:00,120.0,34.149,34.803,34.138,0.665,24.59,50.8,-0.0527
2026-09-08 10:02:01,121.0,34.338,35.164,34.363,0.801,24.75,50.7,0.3202
2026-09-08 10:02:02,122.0,34.527,35.443,34.554,0.889,24.62,50.8,0.0822
2026-09-08 10:02:03,123.0,34.716,35.328,34.777,0.551,24.73,51.0,0.232
2026-09-08 10:02:04,124.0,34.905,35.907,34.95,0.956,24.62,49.8,0.2119
2026-09-08 10:02:05,125.0,35.095,35.752,35.125,0.627,24.61,50.9,0.0425
2026-09-08 10:02:06,126.0,35.284,35.992,35.348,0.644,24.59,50.4,0.529
2026-09-08 10:02:07,127.0,35.473,36.81,35.457,1.353,24.59,50.3,0.0873
2026-09-08 10:02:08,128.0,35.662,36.166,35.663,0.504,24.72,49.7,-0.4632
2026-09-08 10:02:09,129.0,35.851,35.884,35.843,0.04,24.39,50.4,0.6616
2026-09-08 10:02:10,130.0,36.04,37.49,36.048,1.441,24.41,49.2,1.066
2026-09-08 10:02:11,131.0,36.229,38.016,36.207,1.808,24.52,50.4,-0.1552
2026-09-08 10:02:12,132.0,36.417,37.179,36.456,0.723,24.55,49.5,-0.5875
2026-09-08 10:02:13,133.0,36.606,36.841,36.619,0.222,24.6,50.0,0.2142
2026-09-08 10:02:14,134.0,36.794,37.607,36.769,0.838,24.57,49.9,0.4864
2026-09-08 10:02:15,135.0,36.981,37.813,36.971,0.843,24.49,50.4,0.2185
2026-09-08 10:02:16,136.0,37.169,38.044,37.198,0.846,24.59,49.8,0.0525
2026-09-08 10:02:17,137.0,37.356,37.918,37.401,0.517,24.59,49.5,0.3318
2026-09-08 10:02:18,138.0,37.543,38.708,37.622,1.086,24.51,49.5,0.4835
2026-09-08 10:02:19,139.0,37.729,38.886,37.836,1.049,24.56,50.2,-0.1663
2026-09-08 10:02:20,140.0,37.915,38.375,37.947,0.428,24.49,49.8,0.227
2026-09-08 10:02:21,141.0,38.1,39.339,38.09,1.249,24.41,49.4,0.8169
2026-09-08 10:02:22,142.0,38.285,40.009,38.241,1.768,24.5,49.4,0.1035
2026-09-08 10:02:23,143.0,38.469,39.547,38.497,1.049,24.45,48.8,-0.2228
2026-09-08 10:02:24,144.0,38.653,39.564,38.649,0.915,24.42,49.6,0.1401
2026-09-08 10:02:25,145.0,38.837,39.827,38.844,0.983,24.53,48.6,0.3613
2026-09-08 10:02:26,146.0,39.019,40.286,39.021,1.265,24.2,49.6,-0.0838
2026-09-08 10:02:27,147.0,39.201,39.659,39.217,0.442,24.27,49.3,0.1148
2026-09-08 10:02:28,148.0,39.383,40.516,39.435,1.081,24.28,50.1,0.4277
2026-09-08 10:02:29,149.0,39.563,40.515,39.588,0.927,24.33,48.7,0.4872
2026-09-08 10:02:30,150.0,39.743,41.49,39.758,1.732,24.33,49.0,0.2299
2026-09-08 10:02:31,151.0,39.922,40.974,39.911,1.063,24.21,49.7,0.16
2026-09-08 10:02:32,152.0,40.101,41.81,40.07,1.74,24.24,49.4,0.0282
2026-09-08 10:02:33,153.0,40.278,41.031,40.284,0.747,24.24,48.6,0.001
2026-09-08 10:02:34,154.0,40.455,41.812,40.473,1.339,24.49,49.0,0.4385
2026-09-08 10:02:35,155.0,40.631,41.908,40.704,1.204,24.42,48.8,-0.0661
2026-09-08 10:02:36,156.0,40.806,41.68,40.83,0.85,24.23,48.9,0.1631
2026-09-08 10:02:37,157.0,40.98,42.234,41.029,1.205,24.22,48.4,0.5514
2026-09-08 10:02:38,158.0,41.153,42.783,41.158,1.625,24.14,48.6,0.0986
2026-09-08 10:02:39,159.0,41.325,42.431,41.309,1.122,24.07,48.0,-0.3228
2026-09-08 10:02:40,160.0,41.496,42.137,41.487,0.65,24.2,48.6,0.2382
2026-09-08 10:02:41,161.0,41.666,42.908,41.664,1.243,24.11,48.7,0.3219
2026-09-08 10:02:42,162.0,41.835,42.781,41.919,0.862,24.17,48.4,0.1259
2026-09-08 10:02:43,163.0,42.003,43.159,41.998,1.161,24.03,47.8,0.3254
2026-09-08 10:02:44,164.0,42.17,43.432,42.215,1.217,24.08,48.7,-0.0578
2026-09-08 10:02:45,165.0,42.336,43.044,42.328,0.715,24.14,48.4,-0.0887
2026-09-08 10:02:46,166.0,42.5,43.255,42.548,0.707,24.14,48.0,0.5615
2026-09-08 10:02:47,167.0,42.663,44.167,42.695,1.472,24.13,48.1,0.2778
2026-09-08 10:02:48,168.0,42.825,,42.841,,23.97,47.6,-0.3567
2026-09-08 10:02:49,169.0,42.986,43.453,43.005,0.448,24.13,47.7,0.4952
2026-09-08 10:02:50,170.0,43.146,44.8,43.146,1.654,23.98,47.8,0.6706
2026-09-08 10:02:51,171.0,43.304,44.795,43.337,1.457,24.08,48.5,-0.0894
2026-09-08 10:02:52,172.0,43.461,44.622,43.467,1.154,24.01,47.7,-0.1064
2026-09-08 10:02:53,173.0,43.617,44.582,43.6,0.982,23.88,48.2,-1.4342
2026-09-08 10:02:54,174.0,43.771,41.753,43.752,-1.999,23.95,47.7,0.4607
2026-09-08 10:02:55,175.0,43.924,45.503,43.949,1.554,23.99,47.9,2.3143
2026-09-08 10:02:56,176.0,44.075,46.382,44.142,2.239,23.99,47.7,0.1788
2026-09-08 10:02:57,177.0,44.225,45.861,44.25,1.611,23.91,48.1,-0.1841
2026-09-08 10:02:58,178.0,44.373,46.014,44.39,1.624,24.03,47.5,0.0609
2026-09-08 10:02:59,179.0,44.52,45.982,44.549,1.433,23.97,47.0,0.2373
2026-09-08 10:03:00,180.0,44.666,46.488,44.725,1.763,23.85,47.0,0.2993
2026-09-08 10:03:01,181.0,44.81,46.581,44.836,1.745,23.91,47.3,0.2354
2026-09-08 10:03:02,182.0,44.952,46.959,44.96,1.999,23.99,47.0,-0.0429
2026-09-08 10:03:03,183.0,45.093,46.495,45.146,1.349,23.97,47.6,-0.1391
2026-09-08 10:03:04,184.0,45.232,46.681,45.265,1.416,23.7,47.2,0.162
2026-09-08 10:03:05,185.0,45.37,46.819,45.436,1.383,23.71,48.3,0.3676
2026-09-08 10:03:06,186.0,45.506,47.416,45.531,1.885,23.88,46.7,0.4974
2026-09-08 10:03:07,187.0,45.64,47.814,45.623,2.191,23.66,47.4,-0.0689
2026-09-08 10:03:08,188.0,45.773,47.278,45.752,1.527,23.62,46.8,-0.1885
2026-09-08 10:03:09,189.0,45.903,47.437,45.973,1.464,23.67,47.0,0.2816
2026-09-08 10:03:10,190.0,46.032,47.841,46.104,1.737,23.72,47.2,0.176
2026-09-08 10:03:11,191.0,46.16,47.789,46.174,1.615,23.66,46.2,0.2545
2026-09-08 10:03:12,192.0,46.285,48.35,46.294,2.056,23.6,47.2,-0.2099
2026-09-08 10:03:13,193.0,46.409,47.369,46.473,0.896,23.58,47.8,-0.172
2026-09-08 10:03:14,194.0,46.531,48.006,46.518,1.489,23.56,46.9,0.3947
2026-09-08 10:03:15,195.0,46.651,48.159,46.644,1.514,23.52,47.1,-0.1257
2026-09-08 10:03:16,196.0,46.769,47.755,46.809,0.946,23.76,47.4,0.1021
2026-09-08 10:03:17,197.0,46.886,48.363,46.894,1.469,23.58,46.9,0.3778
2026-09-08 10:03:18,198.0,47.0,48.511,47.02,1.49,23.61,46.7,0.2634
2026-09-08 10:03:19,199.0,47.113,48.89,47.128,1.762,23.48,46.0,0.483
2026-09-08 10:03:20,200.0,47.224,49.477,47.254,2.223,23.49,47.1,0.1184
2026-09-08 10:03:21,201.0,47.332,49.126,47.395,1.732,23.42,46.8,1.5187
2026-09-08 10:03:22,202.0,47.439,52.514,47.462,5.052,23.25,46.4,0.1551
2026-09-08 10:03:23,203.0,47.544,49.437,47.583,1.853,23.33,46.8,-1.2856
2026-09-08 10:03:24,204.0,47.647,49.943,47.605,2.338,23.28,46.5,-0.0427
2026-09-08 10:03:25,205.0,47.747,49.351,47.766,1.585,23.23,46.5,-0.2269
2026-09-08 10:03:26,206.0,47.846,49.489,47.841,1.648,23.29,46.9,0.3825
2026-09-08 10:03:27,207.0,47.943,50.116,47.926,2.19,23.47,46.1,0.2324
2026-09-08 10:03:28,208.0,48.037,49.954,48.031,1.923,23.35,47.0,0.1253
2026-09-08 10:03:29,209.0,48.13,50.367,48.14,2.227,23.43,46.0,0.144
2026-09-08 10:03:30,210.0,48.22,50.242,48.268,1.974,23.35,46.3,0.1149
2026-09-08 10:03:31,211.0,48.309,50.597,48.289,2.308,23.36,47.3,-0.0755
2026-09-08 10:03:32,212.0,48.395,50.091,48.416,1.675,23.2,46.9,-0.0238
2026-09-08 10:03:33,213.0,48.479,50.549,48.485,2.064,23.3,46.5,0.2431
2026-09-08 10:03:34,214.0,48.561,50.577,48.571,2.006,23.3,46.1,-0.114
2026-09-08 10:03:35,215.0,48.641,50.321,48.691,1.63,23.17,46.2,-0.1423
2026-09-08 10:03:36,216.0,48.719,50.293,48.755,1.538,23.25,46.4,0.4249
2026-09-08 10:03:37,217.0,48.794,51.171,48.854,2.317,23.23,46.4,0.3021
2026-09-08 10:03:38,218.0,48.867,50.897,48.883,2.014,23.12,46.3,-0.2113
2026-09-08 10:03:39,219.0,48.938,50.748,48.937,1.811,23.06,46.3,0.1299
2026-09-08 10:03:40,220.0,49.007,51.156,49.02,2.136,23.03,46.2,0.4593
2026-09-08 10:03:41,221.0,49.074,51.667,49.101,2.566,23.12,45.7,-0.3017
2026-09-08 10:03:42,222.0,49.138,50.553,49.163,1.39,23.12,46.1,-0.381
2026-09-08 10:03:43,223.0,49.2,50.905,49.188,1.717,23.01,46.6,0.3136
2026-09-08 10:03:44,224.0,49.26,51.18,49.283,1.898,23.06,45.7,0.5912
2026-09-08 10:03:45,225.0,49.318,52.087,49.344,2.743,23.09,46.1,0.2821
2026-09-08 10:03:46,226.0,49.373,51.745,49.468,2.276,23.07,45.9,-0.0526
2026-09-08 10:03:47,227.0,49.426,51.982,49.502,2.48,23.13,46.2,-0.1826
2026-09-08 10:03:48,228.0,49.477,51.379,49.471,1.908,23.09,46.0,-0.2662
2026-09-08 10:03:49,229.0,49.525,51.449,49.536,1.913,22.89,46.7,0.3394
2026-09-08 10:03:50,230.0,49.571,52.058,49.547,2.511,23.09,46.3,0.2652
2026-09-08 10:03:51,231.0,49.615,51.98,49.617,2.363,22.9,45.6,0.0743
2026-09-08 10:03:52,232.0,49.656,52.207,49.686,2.521,23.01,46.4,0.0111
2026-09-08 10:03:53,233.0,49.695,52.002,49.752,2.25,22.91,45.8,0.0043
2026-09-08 10:03:54,234.0,49.732,52.215,49.73,2.485,22.86,45.8,0.1097
2026-09-08 10:03:55,235.0,49.767,52.221,49.767,2.454,22.73,46.2,0.1342
2026-09-08 10:03:56,236.0,49.799,52.484,49.754,2.729,22.84,45.9,0.1578
2026-09-08 10:03:57,237.0,49.828,52.537,49.844,2.693,22.72,46.4,-0.3779
2026-09-08 10:03:58,238.0,49.856,51.728,49.844,1.884,22.9,45.7,-0.4953
2026-09-08 10:03:59,239.0,49.881,51.546,49.885,1.661,22.93,45.8,0.4955
2026-09-08 10:04:00,240.0,49.903,52.719,49.897,2.822,22.73,45.8,0.6353
2026-09-08 10:04:01,241.0,49.924,52.817,49.941,2.876,22.8,45.8,-0.3223
2026-09-08 10:04:02,242.0,49.942,52.074,49.909,2.166,22.71,46.5,-0.5042
2026-09-08 10:04:03,243.0,49.957,51.808,49.933,1.875,22.7,46.3,0.2225
2026-09-08 10:04:04,244.0,49.97,52.519,50.054,2.465,22.8,46.7,0.5124
2026-09-08 10:04:05,245.0,49.981,52.833,49.962,2.871,22.72,46.9,0.3187
2026-09-08 10:04:06,246.0,49.989,53.157,49.976,3.18,22.85,45.6,-0.0536
2026-09-08 10:04:07,247.0,49.995,52.726,50.07,2.656,22.65,46.0,-0.3633
2026-09-08 10:04:08,248.0,49.999,52.43,50.106,2.324,22.76,45.5,-0.2328
2026-09-08 10:04:09,249.0,50.0,52.26,49.985,2.275,22.67,45.7,0.0784
2026-09-08 10:04:10,250.0,50.0,52.587,50.009,2.578,22.72,45.7,0.0771
2026-09-08 10:04:11,251.0,49.665,52.415,49.695,2.72,22.6,45.7,-0.2726
2026-09-08 10:04:12,252.0,49.333,52.042,49.405,2.637,22.62,45.8,0.2658
2026-09-08 10:04:13,253.0,49.005,52.946,48.995,3.951,22.6,46.2,0.304
2026-09-08 10:04:14,254.0,48.681,52.65,48.693,3.957,22.53,45.9,-0.3776
2026-09-08 10:04:15,255.0,48.36,52.191,48.403,3.788,22.64,46.8,-0.7161
2026-09-08 10:04:16,256.0,48.043,51.218,48.076,3.142,22.63,46.2,-0.3106
2026-09-08 10:04:17,257.0,47.729,51.57,47.738,3.832,22.61,47.8,-0.0026
2026-09-08 10:04:18,258.0,47.419,51.213,47.435,3.778,22.67,46.6,-0.3586
2026-09-08 10:04:19,259.0,47.112,50.853,47.091,3.761,22.66,46.9,-0.1874
2026-09-08 10:04:20,260.0,46.809,50.838,46.822,4.016,22.5,46.4,-0.2658
2026-09-08 10:04:21,261.0,46.509,50.321,46.521,3.8,22.55,47.7,-0.3923
2026-09-08 10:04:22,262.0,46.213,50.053,46.24,3.813,22.46,47.6,-0.3049
2026-09-08 10:04:23,263.0,45.92,49.711,45.923,3.788,22.5,47.3,-0.376
2026-09-08 10:04:24,264.0,45.63,49.301,45.664,3.637,22.44,46.8,-0.7297
2026-09-08 10:04:25,265.0,45.344,48.252,45.394,2.858,22.61,47.5,-0.3504
2026-09-08 10:04:26,266.0,45.06,48.601,45.085,3.516,22.5,47.0,-0.0893
2026-09-08 10:04:27,267.0,44.78,48.073,44.81,3.263,22.44,48.2,-0.5409
2026-09-08 10:04:28,268.0,44.503,47.519,44.524,2.994,22.54,48.0,0.0914
2026-09-08 10:04:29,269.0,44.229,48.256,44.249,4.007,22.27,47.8,0.2287
2026-09-08 10:04:30,270.0,43.958,47.976,43.956,4.02,22.27,46.8,-0.3517
2026-09-08 10:04:31,271.0,43.69,47.553,43.719,3.833,22.49,47.5,-0.5504
2026-09-08 10:04:32,272.0,43.425,46.875,43.442,3.433,22.42,48.2,-0.2912
2026-09-08 10:04:33,273.0,43.163,46.97,43.246,3.725,22.43,48.5,-0.3293
2026-09-08 10:04:34,274.0,42.904,46.217,42.971,3.245,22.29,48.6,-0.4846
2026-09-08 10:04:35,275.0,42.648,46.001,42.68,3.322,22.39,47.6,-0.4742
2026-09-08 10:04:36,276.0,42.395,45.268,42.392,2.877,22.54,48.4,-0.2436
2026-09-08 10:04:37,277.0,42.144,45.514,42.131,3.383,22.44,48.8,-0.0726
2026-09-08 10:04:38,278.0,41.897,45.123,41.952,3.171,22.38,47.8,-0.5689
2026-09-08 10:04:39,279.0,41.652,44.376,41.68,2.696,22.33,48.5,-0.2879
2026-09-08 10:04:40,280.0,41.41,44.547,41.444,3.103,22.33,48.7,-0.0513
2026-09-08 10:04:41,281.0,41.17,44.274,41.138,3.136,22.18,48.5,0.0613
2026-09-08 10:04:42,282.0,40.934,44.67,40.981,3.688,22.37,48.0,-0.0888
2026-09-08 10:04:43,283.0,40.7,44.096,40.733,3.363,22.41,48.7,-0.5688
2026-09-08 10:04:44,284.0,40.468,43.532,40.455,3.078,22.21,48.7,-0.3662
2026-09-08 10:04:45,285.0,40.239,43.364,40.245,3.118,22.28,48.9,-0.2446
2026-09-08 10:04:46,286.0,40.013,43.043,40.041,3.002,22.24,48.8,-0.3264
2026-09-08 10:04:47,287.0,39.789,42.711,39.811,2.9,22.25,48.9,-0.4417
2026-09-08 10:04:48,288.0,39.568,42.16,39.579,2.581,22.33,49.1,-0.2326
2026-09-08 10:04:49,289.0,39.349,42.246,39.366,2.88,22.15,49.4,-0.18
2026-09-08 10:04:50,290.0,39.133,41.8,39.145,2.655,22.36,49.1,-0.4284
2026-09-08 10:04:51,291.0,38.919,41.389,38.943,2.445,22.37,49.2,-0.0132
2026-09-08 10:04:52,292.0,38.707,41.773,38.771,3.002,22.29,49.4,0.0567
2026-09-08 10:04:53,293.0,38.498,41.502,38.441,3.061,22.11,48.7,-0.63
2026-09-08 10:04:54,294.0,38.291,40.513,38.304,2.209,22.23,49.7,-0.3151
2026-09-08 10:04:55,295.0,38.087,40.872,38.112,2.76,22.4,49.6,0.2644
2026-09-08 10:04:56,296.0,37.884,41.042,37.913,3.129,22.08,49.7,-0.0131
2026-09-08 10:04:57,297.0,37.684,40.846,37.693,3.152,22.27,50.1,-0.2121
2026-09-08 10:04:58,298.0,37.487,40.618,37.454,3.164,22.21,49.0,-0.3934
